"","region","exam_name","exam_type","language","file_url","parent"
"41","National","Hair Removal Underarm Using Sugar Paste","Additional Section","English","https://syzdekbr.github.io/prov_nic_cib_website/docs/cib_files/hair_removal_underarm_using_sugar_paste_national_additional_section_2023_11_09.html","Hair Removal"
"42","National","Instructor","Practical","English","https://syzdekbr.github.io/prov_nic_cib_website/docs/cib_files/instructor_national_practical_2023_11_09.html","Instructor"
"43","National","Instructor","Theory","English","https://syzdekbr.github.io/prov_nic_cib_website/docs/cib_files/instructor_national_theory_2023_11_09.html","Instructor"
"44","National","Manager","Theory","English","https://syzdekbr.github.io/prov_nic_cib_website/docs/cib_files/manager_national_theory_2023_11_09.html","Manager"
"45","National","Nail Technology","Theory","English","https://syzdekbr.github.io/prov_nic_cib_website/docs/cib_files/nail_technology_national_theory_2023_11_09.html","Nail Technology"
"46","National","Nail Technology","Written Practical","English","https://syzdekbr.github.io/prov_nic_cib_website/docs/cib_files/nail_technology_national_written_practical_2023_11_09.html","Nail Technology"
"47","National","Nail Technology","Practical","English","https://syzdekbr.github.io/prov_nic_cib_website/docs/cib_files/nail_technology_national_practical_2023_11_09.html","Nail Technology"
"48","National","Permanent Cosmetics","Theory","English","https://syzdekbr.github.io/prov_nic_cib_website/docs/cib_files/permanent_cosmetics_national_theory_2023_11_09.html","Permanent Cosmetics"
"49","National","Natural Hair Styling","Practical","English","https://syzdekbr.github.io/prov_nic_cib_website/docs/cib_files/natural_hair_styling_national_practical_2023_11_09.html","Natural Hair Styling"
"50","National","Natural Hair Styling Flat Iron Styling","Additional Section","English","https://syzdekbr.github.io/prov_nic_cib_website/docs/cib_files/natural_hair_styling_flat_iron_styling_national_additional_section_2023_11_09.html","Natural Hair Styling"
"51","National","Natural Hair Styling","Theory","English","https://syzdekbr.github.io/prov_nic_cib_website/docs/cib_files/natural_hair_styling_national_theory_2023_11_09.html","Natural Hair Styling"
"52",NA,"Barber","Theory","Korean","https://nictesting.org/wp-content/uploads/formidable/3/NIC_Barber_Theory-CIB_KOR_Eff.-6.1.2018-v.3.1.20.f-1.pdf","Barber"
"53",NA,"Barber","Theory","Persian","https://nictesting.org/wp-content/uploads/formidable/3/NIC_Barber_Theory-CIB_PER_Eff.-6.1.2018-v.3.1.20.f-1.pdf","Barber"
"54",NA,"Barber","Theory","Spanish","https://nictesting.org/wp-content/uploads/formidable/3/NIC_Barber_Theory-CIB_SPN_Eff.-6.1.2018-v.3.1.20.f-1.pdf","Barber"
"55",NA,"Barber","Theory","Vietnamese","https://nictesting.org/wp-content/uploads/formidable/3/NIC_Barber_Theory-CIB_VIE_Eff.-6.1.2018-v.3.1.20.f-1.pdf","Barber"
"56",NA,"Barber 1 (No Chemical)","Theory","Korean","https://nictesting.org/wp-content/uploads/formidable/3/NIC_Barber_1_No-Chemical-Theory-CIB_KOR_Eff.-6.1.2018-v.3.1.20.f-1.pdf","Barber 1 (No Chemical)"
"57",NA,"Barber 1 (No Chemical)","Theory","Persian","https://nictesting.org/wp-content/uploads/formidable/3/NIC_Barber_1_No-Chemical-Theory-CIB_PER_Eff.-6.1.2018-v.3.1.20.f-1.pdf","Barber 1 (No Chemical)"
"58",NA,"Barber 1 (No Chemical)","Theory","Spanish","https://nictesting.org/wp-content/uploads/formidable/3/NIC_Barber_1_No-Chemical-Theory-CIB_SPN_Eff.-6.1.2018-v.3.1.20.f-1.pdf","Barber 1 (No Chemical)"
"59",NA,"Barber 1 (No Chemical)","Theory","Vietnamese","https://nictesting.org/wp-content/uploads/formidable/3/NIC_Barber_1_No-Chemical-Theory-CIB_VIE_Eff.-6.1.2018-v.3.1.20.f-1.pdf","Barber 1 (No Chemical)"
"60",NA,"Barber 1 (No Chemical)","Practical","Korean","https://nictesting.org/wp-content/uploads/formidable/3/NIC_Barber-1_Practical_CIB_Core_KOR_Eff.-6.1.2018-v.6.21.21-4.5-Update-1.pdf","Barber 1 (No Chemical)"
"61",NA,"Barber 1 (No Chemical)-Barber Styling Cleansing Facial With Massage","Additional Section","Korean","https://nictesting.org/wp-content/uploads/formidable/3/NIC_Barber-1_Practical_CIB_Section-6_Cleansing-Facial-with-Massage_KOR_Eff-6.1.18-v.3.1.20.f-1.pdf","Barber 1 (No Chemical)"
"62",NA,"Barber 1 (No Chemical)-Barber Styling Cleansing Facial With Massage","Additional Section","Korean","https://nictesting.org/wp-content/uploads/formidable/3/NIC_Barber-1_Practical_CIB_Section-6_Cleansing-Facial-with-Massage_KOR_Eff-6.1.18-v.3.1.20.f-1.pdf","Barber Styling"
"63",NA,"Barber 1 (No Chemical)-Barber Styling Blow Dry Styling","Additional Section","Korean","https://nictesting.org/wp-content/uploads/formidable/3/NIC_Barber-1_Practical_CIB_Section-8_Blow-Dry-Styling_KOR_Eff-6.1.18-v.3.1.20.f-1.pdf","Barber 1 (No Chemical)"
"64",NA,"Barber 1 (No Chemical)-Barber Styling Blow Dry Styling","Additional Section","Korean","https://nictesting.org/wp-content/uploads/formidable/3/NIC_Barber-1_Practical_CIB_Section-8_Blow-Dry-Styling_KOR_Eff-6.1.18-v.3.1.20.f-1.pdf","Barber Styling"
"65",NA,"Barber 1 (No Chemical)-Barber Styling Thermal Curling","Additional Section","Korean","https://nictesting.org/wp-content/uploads/formidable/3/NIC_Barber-1_Practical_CIB_Section-9_Thermal-Curling_KOR_Eff-6.1.18-v.3.1.20.f-1.pdf","Barber 1 (No Chemical)"
"66",NA,"Barber 1 (No Chemical)-Barber Styling Thermal Curling","Additional Section","Korean","https://nictesting.org/wp-content/uploads/formidable/3/NIC_Barber-1_Practical_CIB_Section-9_Thermal-Curling_KOR_Eff-6.1.18-v.3.1.20.f-1.pdf","Barber Styling"
"67",NA,"Barber 1 (No Chemical)","Practical","Persian","https://nictesting.org/wp-content/uploads/formidable/3/NIC_Barber-1_Practical_CIB_Core_PER_Eff.-6.1.2018-v.5.18.21.f-1.pdf","Barber 1 (No Chemical)"
"68",NA,"Barber 1 (No Chemical)-Barber Styling Cleansing Facial With Massage","Additional Section","Persian","https://nictesting.org/wp-content/uploads/formidable/3/NIC_Barber-1_Practical_CIB_Section-6_Cleansing-Facial-with-Massage_PER_Eff-6.1.18-v.3.1.20.f-1.pdf","Barber 1 (No Chemical)"
"69",NA,"Barber 1 (No Chemical)-Barber Styling Cleansing Facial With Massage","Additional Section","Persian","https://nictesting.org/wp-content/uploads/formidable/3/NIC_Barber-1_Practical_CIB_Section-6_Cleansing-Facial-with-Massage_PER_Eff-6.1.18-v.3.1.20.f-1.pdf","Barber Styling"
"70",NA,"Barber 1 (No Chemical)-Barber Styling Blow Dry Styling","Additional Section","Persian","https://nictesting.org/wp-content/uploads/formidable/3/NIC_Barber-1_Practical_CIB_Section-8_Blow-Dry-Styling_PER_Eff-6.1.18-v.3.1.20.f-1.pdf","Barber 1 (No Chemical)"
"71",NA,"Barber 1 (No Chemical)-Barber Styling Blow Dry Styling","Additional Section","Persian","https://nictesting.org/wp-content/uploads/formidable/3/NIC_Barber-1_Practical_CIB_Section-8_Blow-Dry-Styling_PER_Eff-6.1.18-v.3.1.20.f-1.pdf","Barber Styling"
"72",NA,"Barber 1 (No Chemical)-Barber Styling Thermal Curling","Additional Section","Persian","https://nictesting.org/wp-content/uploads/formidable/3/NIC_Barber-1_Practical_CIB_Section-9_Thermal-Curling_PER_Eff-6.1.18-v.3.1.20.f-2.pdf","Barber 1 (No Chemical)"
"73",NA,"Barber 1 (No Chemical)-Barber Styling Thermal Curling","Additional Section","Persian","https://nictesting.org/wp-content/uploads/formidable/3/NIC_Barber-1_Practical_CIB_Section-9_Thermal-Curling_PER_Eff-6.1.18-v.3.1.20.f-2.pdf","Barber Styling"
"74",NA,"Barber 1 (No Chemical)","Practical","Spanish","https://nictesting.org/wp-content/uploads/formidable/3/NIC_Barber-1_Practical_CIB_Core_SPN_Eff.-6.1.2018-v.6.21.21-4.5-Update-1.pdf","Barber 1 (No Chemical)"
"75",NA,"Barber 1 (No Chemical)-Barber Styling Cleansing Facial With Massage","Additional Section","Spanish","https://nictesting.org/wp-content/uploads/formidable/3/NIC_Barber-1_Practical_CIB_Section-6_Cleansing-Facial-with-Massage_SPN_Eff-6.1.18-v.3.1.20.f-1.pdf","Barber 1 (No Chemical)"
"76",NA,"Barber 1 (No Chemical)-Barber Styling Cleansing Facial With Massage","Additional Section","Spanish","https://nictesting.org/wp-content/uploads/formidable/3/NIC_Barber-1_Practical_CIB_Section-6_Cleansing-Facial-with-Massage_SPN_Eff-6.1.18-v.3.1.20.f-1.pdf","Barber Styling"
"77",NA,"Barber 1 (No Chemical)-Barber Styling Blow Dry Styling","Additional Section","Spanish","https://nictesting.org/wp-content/uploads/formidable/3/NIC_Barber-1_Practical_CIB_Section-8_Blow-Dry-Styling_SPN_Eff-6.1.18-v.3.1.20.f-1.pdf","Barber 1 (No Chemical)"
"78",NA,"Barber 1 (No Chemical)-Barber Styling Blow Dry Styling","Additional Section","Spanish","https://nictesting.org/wp-content/uploads/formidable/3/NIC_Barber-1_Practical_CIB_Section-8_Blow-Dry-Styling_SPN_Eff-6.1.18-v.3.1.20.f-1.pdf","Barber Styling"
"79",NA,"Barber 1 (No Chemical)-Barber Styling Thermal Curling","Additional Section","Spanish","https://nictesting.org/wp-content/uploads/formidable/3/NIC_Barber-1_Practical_CIB_Section-9_Thermal-Curling_SPN_Eff-6.1.18-v.3.1.20.f-1.pdf","Barber 1 (No Chemical)"
"80",NA,"Barber 1 (No Chemical)-Barber Styling Thermal Curling","Additional Section","Spanish","https://nictesting.org/wp-content/uploads/formidable/3/NIC_Barber-1_Practical_CIB_Section-9_Thermal-Curling_SPN_Eff-6.1.18-v.3.1.20.f-1.pdf","Barber Styling"
"81",NA,"Barber 1 (No Chemical)","Practical","Vietnamese","https://nictesting.org/wp-content/uploads/formidable/3/NIC_Barber-1_Practical_CIB_Core_VIE_Eff.-12.1.2018-v.6.21.21-4.5-Update-1.pdf","Barber 1 (No Chemical)"
